,Nom_com
6694,Poncey-lès-Athée
6696,Pont
6697,Pontailler-sur-Saône
6698,Pont-et-Massène
6700,Pothières
6701,Pouillenay
6702,Pouilly-en-Auxois
6703,Pouilly-sur-Saône
6704,Pouilly-sur-Vingeanne
6706,Précy-sous-Thil
6707,Premières
6708,Prenois
6709,Prusly-sur-Ource
6710,Puits
6711,Puligny-Montrachet
6713,Quetigny
6715,Quincey
6716,Quincy-le-Vicomte
6717,Recey-sur-Ource
6718,Remilly-en-Montagne
6719,Remilly-sur-Tille
6720,Renève
6721,Reulle-Vergy
6723,La Roche-en-Brenil
6725,La Rochepot
6726,La Roche-Vanneau
6728,Rougemont
6729,Rouvray
6730,Rouvres-en-Plaine
6732,Ruffey-lès-Beaune
6733,Ruffey-lès-Echirey
6734,Sacquenay
6735,Saffres
6736,Saint-Andeux
6738,Saint-Apollinaire
6739,Saint-Aubin
6740,Saint-Bernard
6741,Saint-Broing-les-Moines
6743,Sainte-Colombe-sur-Seine
6744,Saint-Didier
6745,Saint-Euphrône
6746,Saint-Germain-de-Modéon
6748,Saint-Germain-lès-Senailly
6750,Saint-Jean-de-Bœuf
6751,Saint-Jean-de-Losne
6752,Saint-Julien
6753,Saint-Léger-Triey
6754,Saint-Marc-sur-Seine
6755,Sainte-Marie-la-Blanche
6756,Saint-Martin-de-la-Mer
6757,Saint-Martin-du-Mont
6758,Saint-Maurice-sur-Vingeanne
6759,Saint-Mesmin
6760,Saint-Nicolas-lès-Cîteaux
6761,Saint-Philibert
6762,Saint-Pierre-en-Vaux
6763,Saint-Prix-lès-Arnay
6764,Saint-Rémy
6765,Saint-Romain
6766,Sainte-Sabine
6767,Saint-Sauveur
6768,Saint-Seine-en-Bâche
6769,Saint-Seine-l'Abbaye
6770,Saint-Seine-sur-Vingeanne
6771,Saint-Symphorien-sur-Saône
6772,Saint-Thibault
6773,Saint-Usage
6774,Saint-Victor-sur-Ouche
6775,Salives
6776,Salmaise
6777,Samerey
6778,Santenay
6780,Saulieu
6781,Saulon-la-Chapelle
6782,Saulon-la-Rue
6783,Saulx-le-Duc
6786,Savigny-lès-Beaune
6787,Savigny-le-Sec
6788,Savigny-sous-Mâlain
6790,Savoisy
6791,Savolles
6792,Savouges
6794,Seigny
6795,Selongey
6796,Semarey
6797,Semezanges
6799,Semur-en-Auxois
6800,Senailly
6801,Sennecey-lès-Dijon
6802,Ladoix-Serrigny
6803,Seurre
6805,Soirans
6806,Soissons-sur-Nacey
6807,Sombernon
6809,Soussey-sur-Brionne
6810,Spoy
6811,Tailly
6812,Talant
6813,Talmay
6814,Tanay
6815,Tarsul
6816,Tart-le-Bas
6818,Tellecey
6821,Thenissey
6823,Thoisy-la-Berchère
6824,Thoisy-le-Désert
6826,Thorey-en-Plaine
6827,Thorey-sous-Charny
6828,Thorey-sur-Ouche
6829,Thoste
6830,Thury
6831,Tichey
6832,Til-Châtel
6833,Tillenay
6834,Torcy-et-Pouligny
6835,Touillon
6836,Toutry
6837,Tréclun
6838,Trochères
6839,Trouhans
6840,Trouhaut
6841,Trugny
6842,Turcey
6844,Urcy
6845,Val-Suzon
6846,Vandenesse-en-Auxois
6848,Vanvey
6849,Varanges
6850,Varois-et-Chaignot
6851,Vaux-Saules
6853,Velars-sur-Ouche
6856,Vernois-lès-Vesvres
6859,Verrey-sous-Salmaise
6862,Veuvey-sur-Ouche
6863,Veuxhaulles-sur-Aube
6865,Vic-de-Chassenay
6866,Vic-des-Prés
6867,Vic-sous-Thil
6868,Vieilmoulin
6869,Vielverge
6871,Viévigne
6872,Viévy
6873,Vignoles
6874,Villaines-en-Duesmois
6875,Villaines-les-Prévôtes
6876,Villargoix
6877,Villars-Fontaine
6878,Villars-et-Villenotte
6880,Villebichot
6881,Villecomte
6886,Villers-la-Faye
6887,Villers-les-Pots
6889,Villers-Rotin
6890,Villey-sur-Tille
6894,Villotte-sur-Ource
6895,Villy-en-Auxois
6896,Villy-le-Moutier
6897,Viserny
6898,Vitteaux
6899,Vix
6900,Volnay
6901,Vonges
6902,Vosne-Romanée
6903,Voudenay
6904,Vougeot
6905,Voulaines-les-Templiers
6906,Allineuc
6907,Andel
6908,Aucaleuc
6909,Berhet
6910,Bobital
6911,Le Bodéo
6912,Boqueho
6913,La Bouillie
6914,Bourbriac
6915,Bourseul
6916,Bréhand
6917,Île-de-Bréhat
6918,Brélidy
6919,Bringolo
6920,Broons
6921,Brusvily
6922,Bulat-Pestivien
6923,Calanhel
6924,Callac
6925,Calorguen
6926,Le Cambout
6927,Camlez
6928,Canihuel
6929,Carnoët
6930,Caulnes
6931,Caurel
6932,Cavan
6933,Les Champs-Géraux
6934,La Chapelle-Blanche
6935,La Chapelle-Neuve
6936,La Chèze
6937,Coadout
6938,Coatascorn
6939,Coatréven
6940,Coëtlogon
6941,Coëtmieux
6942,Cohiniac
6943,Corlay
6944,Corseul
6945,Créhen
6947,Duault
6948,Éréac
6949,Évran
6950,Le Faouët
6951,Le Fœil
6952,Gausson
6953,Glomel
6954,Gomené
6955,Gommenec'h
6956,Gouarec
6957,Goudelin
6958,Grâce-Uzel
6959,Guenroc
6960,Guingamp
6961,Guitté
6962,Gurunhuel
6963,La Harmoye
6964,Le Haut-Corlay
6965,Hémonstoir
6966,Hénanbihen
6967,Hénansal
6968,Hénon
6969,Le Hinglé
6970,Illifaut
6971,Kerbors
6972,Kerfot
6973,Kergrist-Moëlou
6974,Kerien
6975,Kermaria-Sulard
6976,Kermoroc'h
6977,Kerpert
6978,Lancieux
6979,Landebaëron
6980,Landébia
6981,La Landec
6982,Landéhen
6983,Lanfains
6984,Langoat
6985,Langrolay-sur-Rance
6986,Languédias
6987,Languenan
6988,Bon Repos sur Blavet
6989,Lanleff
6990,Lanloup
6991,Lanmérin
6992,Lanmodez
6993,Lannebert
6994,Lanrelas
6995,Lanrivain
6996,Lanrodec
6997,Lanvellec
6998,Lanvollon
6999,Laurenan
7000,Lescouët-Gouarec
7001,Le Leslay
7002,Locarn
7004,Loguivy-Plougras
7005,Lohuec
7006,Loscouët-sur-Meu
7007,Louannec
7008,Loudéac
7009,Maël-Carhaix
7010,Maël-Pestivien
7012,La Malhoure
7013,Mantallot
7014,Matignon
7015,La Méaugon
7016,Mégrit
7017,Mellionnec
7018,Merdrignac
7019,Mérillac
7020,Merléac
7021,Le Merzer
7022,Minihy-Tréguier
7023,Moncontour
7024,La Motte
7025,Moustéru
7026,Le Moustoir
7027,Guerlédan
7028,Noyal
7029,Pabu
7030,Paimpol
7031,Paule
7032,Penguily
7033,Peumerit-Quintin
7034,Plaine-Haute
7035,Plaintel
7036,Plancoët
7037,Pléboulle
7038,Plédéliac
7039,Plédran
7040,Pléguien
7041,Pléhédel
7042,Plélan-le-Petit
7043,Plélauff
7044,Plémy
7045,Plénée-Jugon
7046,Pléneuf-Val-André
7047,Plerneuf
7048,Plésidy
7049,Plestan
7050,Pleudaniel
7051,Pleudihen-sur-Rance
7052,Pleumeur-Gautier
7053,Pléven
7054,Plévenon
7055,Plévin
7056,Ploëzal
7057,Plorec-sur-Arguenon
7059,Plouaret
7060,Plouasne
7061,Beaussais-sur-Mer
7062,Ploubezre
7063,Plouëc-du-Trieux
7064,Plouër-sur-Rance
7065,Plougonver
7066,Plougras
7067,Plougrescant
7069,Plouguernével
7070,Plouguiel
7071,Plouisy
7072,Ploumagoar
7073,Ploumilliau
7074,Plounérin
7075,Plounévez-Moëdec
7076,Plounévez-Quintin
7077,Plourac'h
7078,Plourhan
7079,Plourivo
7080,Plouvara
7081,Plouzélambre
7082,Pludual
7083,Pluduno
7084,Plufur
7085,Plumaudan
7086,Plumaugat
7087,Plumieux
7088,Plurien
7089,Plusquellec
7090,Plussulien
7091,Pluzunet
7092,Pommeret
7093,Pommerit-le-Vicomte
7094,Pont-Melvez
7095,Pontrieux
7096,Prat
7097,La Prénessaye
7098,Quemper-Guézennec
7099,Quemperven
7100,Le Quillio
7101,Quintenic
7102,Quintin
7103,Le Quiou
7105,Rospez
7106,Rouillac
7107,Ruca
7108,Runan
7109,Saint-Adrien
7110,Saint-Agathon
7111,Saint-Alban
7112,Saint-André-des-Eaux
7113,Saint-Barnabé
7114,Saint-Bihy
7115,Saint-Brandan
7116,Saint-Brieuc
7117,Saint-Caradec
7118,Saint-Carné
7119,Saint-Carreuc
7120,Saint-Clet
7121,Saint-Connan
7122,Saint-Connec
7123,Saint-Denoual
7124,Saint-Donan
7125,Saint-Étienne-du-Gué-de-l'Isle
7126,Saint-Fiacre
7127,Saint-Gildas
7128,Saint-Gilles-les-Bois
7129,Saint-Gilles-Pligeaux
7130,Saint-Gilles-Vieux-Marché
7131,Saint-Glen
7132,Saint-Hélen
7133,Saint-Hervé
7134,Saint-Jacut-de-la-Mer
7135,Saint-Jean-Kerdaniel
7136,Saint-Jouan-de-l'Isle
7137,Saint-Judoce
7138,Saint-Julien
7139,Saint-Juvat
7140,Saint-Launeuc
7141,Saint-Laurent
7142,Saint-Lormel
7143,Saint-Maden
7144,Saint-Martin-des-Prés
7145,Saint-Maudan
7146,Saint-Maudez
7147,Saint-Mayeux
7148,Saint-Méloir-des-Bois
7149,Saint-Michel-de-Plélan
7150,Saint-Michel-en-Grève
7151,Saint-Nicodème
7152,Saint-Nicolas-du-Pélem
7153,Saint-Péver
7154,Saint-Pôtan
7155,Saint-Quay-Perros
7156,Saint-Rieul
7157,Saint-Servais
7158,Saint-Thélo
7159,Sainte-Tréphine
7160,Saint-Trimoël
7161,Saint-Vran
7162,Saint-Igeaux
7163,Senven-Léhart
7164,Sévignac
7165,Squiffiec
7166,Taden
7167,Tonquédec
7168,Tramain
7169,Trébédan
7170,Trébeurden
7171,Trébrivan
7172,Trébry
7173,Trédaniel
7174,Trédarzec
7175,Trédias
7176,Tréduder
7177,Treffrin
7178,Tréfumel
7179,Trégastel
7180,Tréglamus
7181,Trégomeur
7182,Trégonneau
7183,Trégrom
7184,Tréguidel
7185,Tréguier
7186,Trélévern
7187,Trélivan
7188,Trémargat
7189,Trémel
7190,Tréméreuc
7191,Trémeur
7192,Tréméven
7193,Trémorel
7194,Trémuson
7196,Tressignaux
7197,Trévé
7198,Tréveneuc
7199,Trévérec
7200,Trévou-Tréguignec
7201,Trévron
7202,Trézény
7203,Troguéry
7204,Uzel
7205,La Vicomté-sur-Rance
7206,Le Vieux-Bourg
7207,Le Vieux-Marché
7208,Vildé-Guingalan
7209,Yffiniac
7210,Yvias
7211,Yvignac-la-Tour
7212,Ahun
7213,Ajain
7214,Alleyrat
7215,Anzême
7216,Arfeuille-Châtain
7217,Arrènes
7218,Ars
7219,Aubusson
7221,Augères
7222,Aulon
7223,Auriat
7224,Auzances
7225,Azat-Châtenet
7226,Azerables
7227,Banize
7228,Basville
7229,Bazelat
7231,Bellegarde-en-Marche
7232,Bénévent-l'Abbaye
7233,Bétête
7234,Blaudeix
7235,Blessac
7236,Bonnat
7237,Bord-Saint-Georges
7238,Bosmoreau-les-Mines
7239,Bosroger
7240,Le Bourg-d'Hem
7241,Bourganeuf
7242,Boussac
7243,Boussac-Bourg
7244,La Brionne
7246,Budelière
7247,Bussière-Dunoise
7249,Bussière-Saint-Georges
7250,La Celle-Dunoise
7251,La Celle-sous-Gouzon
7252,La Cellette
7253,Ceyroux
7254,Chamberaud
7256,Chambon-sur-Voueize
7258,Chamborand
7259,Champagnat
7260,Champsanglard
7261,La Chapelle-Baloue
7263,La Chapelle-Taillefert
7264,Chard
7265,Charron
7267,Châtelus-le-Marcheix
7268,Châtelus-Malvaleix
7270,La Chaussade
7271,Chavanat
7272,Chénérailles
7273,Chéniers
7274,Clairavaux
7275,Clugnat
7276,Colondannes
7277,Le Compas
7278,La Courtine
7279,Cressat
7280,Crocq
7281,Crozant
7282,Croze
7283,Domeyrot
7284,Dontreix
7285,Le Donzeil
7286,Dun-le-Palestel
7287,Évaux-les-Bains
7288,Faux-la-Montagne
7289,Faux-Mazuras
7290,Felletin
7292,Flayat
7293,Fleurat
7294,Fontanières
7295,La Forêt-du-Temple
7296,Fransèches
7297,Fresselines
7298,Gartempe
7299,Genouillac
7300,Gioux
7301,Glénic
7302,Le Grand-Bourg
7303,Guéret
7304,Issoudun-Létrieix
7306,Janaillat
7307,Jarnages
7308,Jouillat
7309,Ladapeyre
7310,Lafat
7311,Lavaufranche
7312,Lavaveix-les-Mines
7313,Lépaud
7314,Lépinas
7315,Leyrat
7316,Linard-Malval
7318,Lizières
7319,Lupersat
7320,Lussat
7321,Magnat-l'Étrange
7322,Mainsat
7323,Maison-Feyne
7324,Maisonnisses
7326,Malleret-Boussac
7328,Les Mars
7329,Marsac
7330,Le Mas-d'Artige
7331,Mautes
7332,Mazeirat
7334,Méasnes
7335,Mérinchal
7336,Montaigut-le-Blanc
7337,Montboucher
7338,Le Monteil-au-Vicomte
7339,Mortroux
7340,Mourioux-Vieilleville
7341,Moutier-d'Ahun
7342,Moutier-Malcard
7343,Moutier-Rozeille
7344,Naillat
7345,Néoux
7346,Noth
7347,La Nouaille
7348,Nouhant
7349,Nouzerines
7351,Nouziers
7352,Peyrabout
7353,Peyrat-la-Nonière
7355,Pionnat
7356,Pontarion
7359,Poussanges
7360,Puy-Malsignat
7361,Reterre
7362,Roches
7363,Rougnat
7364,Royère-de-Vassivière
7365,Sagnat
7366,Sannat
7367,Sardent
7368,La Saunière
7369,Savennes
7370,Sermur
7371,La Serre-Bussière-Vieille
7372,Soubrebost
7373,Soumans
7374,Sous-Parsat
7375,La Souterraine
7376,Saint-Agnant-de-Versillat
7377,Saint-Agnant-près-Crocq
7378,Saint-Alpinien
7379,Saint-Amand
7380,Saint-Amand-Jartoudeix
7381,Saint-Avit-de-Tardes
7384,Saint-Chabrais
7385,Saint-Christophe
7386,Saint-Dizier-la-Tour
7387,Saint-Dizier-les-Domaines
7389,Saint-Domet
7390,Saint-Éloi
7391,Fursac
7392,Sainte-Feyre
7393,Sainte-Feyre-la-Montagne
7394,Saint-Fiel
7395,Saint-Frion
7396,Saint-Georges-la-Pouge
7397,Saint-Georges-Nigremont
7398,Saint-Goussaud
7399,Saint-Hilaire-la-Plaine
7400,Saint-Hilaire-le-Château
7401,Saint-Julien-la-Genête
7402,Saint-Julien-le-Châtel
7403,Saint-Junien-la-Bregère
7404,Saint-Laurent
7405,Saint-Léger-Bridereix
7406,Saint-Léger-le-Guérétois
7407,Saint-Loup
7408,Saint-Maixant
7409,Saint-Marc-à-Frongier
7410,Saint-Marc-à-Loubaud
7411,Saint-Marien
7412,Saint-Martial-le-Mont
7413,Saint-Martial-le-Vieux
7414,Saint-Martin-Château
7415,Saint-Maurice-près-Crocq
7416,Saint-Merd-la-Breuille
7417,Saint-Michel-de-Veisse
7418,Saint-Moreil
7420,Saint-Oradoux-près-Crocq
7421,Saint-Pardoux-d'Arnet
7422,Saint-Pardoux-Morterolles
7423,Saint-Pardoux-le-Neuf
7424,Saint-Pardoux-les-Cards
7425,Saint-Pierre-Chérignat
7426,Saint-Pierre-le-Bost
7427,Saint-Priest
7428,Saint-Priest-la-Feuille
7429,Saint-Priest-la-Plaine
7431,Saint-Quentin-la-Chabanne
7432,Saint-Sébastien
7433,Saint-Silvain-Bas-le-Roc
7434,Saint-Silvain-Bellegarde
7435,Saint-Silvain-Montaigut
7436,Saint-Silvain-sous-Toulx
7437,Saint-Sulpice-le-Dunois
7438,Saint-Sulpice-le-Guérétois
7439,Saint-Sulpice-les-Champs
7440,Saint-Vaury
7441,Saint-Victor-en-Marche
7442,Saint-Yrieix-la-Montagne
7443,Saint-Yrieix-les-Bois
7444,Tardes
7445,Tercillat
7446,Thauron
7447,Toulx-Sainte-Croix
7448,Trois-Fonds
7449,Vallière
7450,Vareilles
7451,Verneiges
7452,Vidaillat
7453,Viersat
7454,Vigeville
7455,Villard
7458,La Villetelle
7459,Abjat-sur-Bandiat
7460,Agonac
7461,Ajat
7462,Alles-sur-Dordogne
7463,Allas-les-Mines
7464,Allemans
7465,Angoisse
7466,Anlhiac
7467,Annesse-et-Beaulieu
7468,Antonne-et-Trigonant
7469,Archignac
7470,Aubas
7471,Audrix
7472,Augignac
7473,Auriac-du-Périgord
7474,Azerat
7475,La Bachellerie
7476,Badefols-d'Ans
7477,Badefols-sur-Dordogne
7478,Baneuil
7480,Bars
7481,Bassillac et Auberoche
7482,Bayac
7483,Beaupouyet
7484,Beauregard-de-Terrasson
7485,Beauregard-et-Bassac
7486,Beauronne
7487,Beleymas
7488,Berbiguières
7489,Bergerac
7490,Bertric-Burée
7491,Besse
7492,Beynac-et-Cazenac
7493,Biras
7494,Biron
7495,Boisse
7496,Boisseuilh
7497,Bonneville-et-Saint-Avit-de-Fumadières
7498,Borrèze
7499,Bosset
7500,Bouillac
7501,Bouniagues
7502,Bourdeilles
7503,Le Bourdeix
7505,Bourg-du-Bost
7506,Bourgnac
7508,Bourrou
7509,Bouteilles-Saint-Sébastien
7510,Bouzic
7511,Brouchaud
7512,Le Bugue
7513,Bussac
7514,Busserolles
7515,Bussière-Badil
7516,Calès
7517,Calviac-en-Périgord
7518,Campagnac-lès-Quercy
7519,Campagne
7520,Campsegret
7521,Capdrot
7522,Carlux
7523,Carsac-Aillac
7524,Carsac-de-Gurson
7525,Carves
7526,La Cassagne
7527,Castels et Bézenac
7528,Cause-de-Clérans
7529,Cazoulès
7530,Celles
7531,Cénac-et-Saint-Julien
7532,Chalagnac
7533,Chalais
7534,Champagnac-de-Belair
7535,Champagne-et-Fontaine
7536,Champcevinel
7537,Champniers-et-Reilhac
7538,Champs-Romain
7539,Chancelade
7540,Chantérac
7541,Chapdeuil
7542,La Chapelle-Aubareil
7543,La Chapelle-Faucher
7544,La Chapelle-Gonaguet
7550,Château-l'Évêque
7551,Châtres
7552,Les Coteaux Périgourdins
7553,Cherval
7554,Cherveix-Cubas
7556,Cladech
7557,Clermont-de-Beauregard
7558,Clermont-d'Excideuil
7559,Colombier
7560,Comberanche-et-Épeluche
7561,Condat-sur-Trincou
7562,Condat-sur-Vézère
7564,Conne-de-Labarde
7565,La Coquille
7566,Corgnac-sur-l'Isle
7567,Cornille
7568,Coubjours
7569,Coulaures
7570,Coulounieix-Chamiers
7571,Coursac
7572,Cours-de-Pile
7573,Coutures
7574,Couze-et-Saint-Front
7576,Creysse
7577,Creyssensac-et-Pissot
7578,Cubjac-Auvézère-Val d'Ans
7579,Cunèges
7580,Daglan
7581,Doissat
7582,Domme
7583,La Dornac
7584,Douchapt
7585,Douville
7586,La Douze
7587,Douzillac
7588,Dussac
7589,Échourgnac
7590,Église-Neuve-de-Vergt
7591,Église-Neuve-d'Issac
7592,Escoire
7593,Étouars
7594,Excideuil
7595,Eygurande-et-Gardedeuil
7596,Eymet
7597,Eyzerac
7598,Fanlac
7599,Les Farges
7601,Faux
7602,La Feuillade
7603,Firbeix
7604,Le Fleix
7605,Fleurac
7606,Florimont-Gaumier
7607,Fonroque
7608,Fossemagne
7609,Fougueyrolles
7610,Fouleix
7611,Fraisse
7613,Gageac-et-Rouillac
7614,Gardonne
7615,Gaugeac
7616,Génis
7617,Ginestet
7618,Gout-Rossignol
7619,Grand-Brassac
7620,Granges-d'Ans
7621,Grignols
7622,Grives
7623,Groléjac
7624,Grun-Bordas
7625,Hautefaye
7626,Hautefort
7627,Issac
7628,Issigeac
7629,Jaure
7630,Javerlhac-et-la-Chapelle-Saint-Robert
7631,Jayac
7632,La Jemaye-Ponteyraud
7633,Journiac
7634,Jumilhac-le-Grand
7635,Lacropte
7636,Rudeau-Ladosse
7637,La Force
7638,Lalinde
7639,Lamonzie-Montastruc
7640,Lamonzie-Saint-Martin
7641,Lamothe-Montravel
7642,Lanouaille
7643,Lanquais
7644,Le Lardin-Saint-Lazare
7645,Larzac
7648,Les Lèches
7649,Léguillac-de-l'Auche
7650,Lembras
7651,Lempzours
7652,Limeuil
7653,Limeyrat
7654,Liorac-sur-Louyre
7655,Lisle
7656,Lolme
7657,Loubejac
7658,Lunas
7659,Lusignac
7660,Lussas-et-Nontronneau
7661,Manzac-sur-Vern
7662,Marcillac-Saint-Quentin
7663,Mareuil en Périgord
7664,Marnac
7665,Marquay
7666,Marsac-sur-l'Isle
7667,Marsalès
7669,Mauzens-et-Miremont
7670,Mayac
7671,Mazeyrolles
7672,Ménesplet
7673,Mensignac
7674,Mescoules
7675,Meyrals
7676,Mialet
7677,Milhac-de-Nontron
7678,Minzac
7679,Molières
7680,Monbazillac
7681,Monestier
7682,Monfaucon
7685,Monpazier
7686,Monsac
7687,Monsaguel
7688,Montagnac-d'Auberoche
7689,Montagnac-la-Crempse
7690,Montagrier
7691,Montaut
7692,Montazeau
7693,Montcaret
7694,Montferrand-du-Périgord
7695,Montignac
7696,Montpeyroux
7697,Monplaisant
7698,Montpon-Ménestérol
7699,Montrem
7700,Mouleydier
7701,Moulin-Neuf
7702,Mussidan
7703,Nabirat
7704,Nadaillac
7705,Nailhac
7706,Nantheuil
7707,Nanthiat
7708,Nastringues
7709,Naussannes
7710,Négrondes
7711,Neuvic
7712,Nontron
7713,Sanilhac
7715,Orliaguet
7716,Paulin
7717,Paunat
7718,Paussac-et-Saint-Vivien
7719,Payzac
7720,Pazayac
7721,Périgueux
7722,Petit-Bersac
7723,Peyrignac
7724,Peyrillac-et-Millac
7725,Peyzac-le-Moustier
7727,Piégut-Pluviers
7728,Le Pizou
7729,Plazac
7730,Pomport
7731,Pontours
7732,Port-Sainte-Foy-et-Ponchapt
7733,Prats-de-Carlux
7734,Prats-du-Périgord
7735,Pressignac-Vicq
7736,Preyssac-d'Excideuil
7737,Prigonrieux
7738,Proissans
7739,Queyssac
7740,Quinsac
7741,Rampieux
7742,Razac-d'Eymet
7743,Razac-de-Saussignac
7744,Razac-sur-l'Isle
7745,Ribagnac
7746,Ribérac
7747,La Rochebeaucourt-et-Argentine
7748,La Roque-Gageac
7749,Rouffignac-de-Sigoulès
7750,Sadillac
7751,Sagelat
7752,Saint-Agne
7754,Saint-Amand-de-Vergt
7755,Saint-André-d'Allas
7756,Saint-André-de-Double
7757,Saint-Antoine-de-Breuilh
7758,Saint-Aquilin
7759,Saint-Astier
7760,Saint-Aubin-de-Cadelech
7761,Saint-Aubin-de-Lanquais
7762,Saint-Aubin-de-Nabirat
7763,Saint-Avit-de-Vialard
7765,Saint-Avit-Sénieur
7766,Saint-Barthélemy-de-Bellegarde
7767,Saint-Barthélemy-de-Bussière
7768,Saint-Capraise-de-Lalinde
7769,Saint-Capraise-d'Eymet
7771,Saint-Cernin-de-Labarde
7772,Saint-Cernin-de-l'Herm
7773,Saint-Chamassy
7774,Saint-Crépin-d'Auberoche
7775,Saint-Crépin-et-Carlucet
7777,Sainte-Croix-de-Mareuil
7778,Saint-Cybranet
7779,Saint-Cyprien
7780,Saint-Cyr-les-Champagnes
7781,Saint-Estèphe
7782,Saint-Étienne-de-Puycorbier
7783,Sainte-Eulalie-d'Ans
7785,Saint-Félix-de-Reillac-et-Mortemart
7786,Saint-Félix-de-Villadeix
7788,Sainte-Foy-de-Longas
7789,Saint-Front-d'Alemps
7790,Saint-Front-de-Pradoux
7791,Saint-Front-la-Rivière
7792,Saint-Front-sur-Nizonne
7793,Saint-Geniès
7794,Saint-Georges-Blancaneix
7795,Saint-Georges-de-Montclard
7796,Saint-Géraud-de-Corps
7797,Saint-Germain-de-Belvès
7798,Saint-Germain-des-Prés
7799,Saint-Germain-du-Salembre
7800,Saint-Germain-et-Mons
7801,Saint-Géry
7802,Saint-Geyrac
7803,Saint-Hilaire-d'Estissac
7805,Saint-Jean-d'Ataux
7806,Saint-Jean-de-Côle
7807,Saint-Jean-d'Estissac
7808,Saint-Jory-de-Chalais
7809,Saint-Jory-las-Bloux
7810,Saint-Julien-de-Lampon
7811,Saint-Just
7812,Saint-Laurent-des-Hommes
7813,Saint-Laurent-des-Vignes
7814,Saint-Laurent-la-Vallée
7815,Saint-Léon-d'Issigeac
7816,Saint-Léon-sur-l'Isle
7817,Saint-Léon-sur-Vézère
7818,Saint-Louis-en-l'Isle
7819,Saint-Marcel-du-Périgord
7821,Saint-Martial-d'Albarède
7822,Saint-Martial-d'Artenset
7823,Saint-Martial-de-Nabirat
7824,Saint-Martial-de-Valette
7825,Saint-Martial-Viveyrol
7826,Saint-Martin-de-Fressengeas
7827,Saint-Martin-de-Gurson
7828,Saint-Martin-de-Ribérac
7829,Saint-Martin-des-Combes
7830,Saint-Martin-l'Astier
7831,Saint-Martin-le-Pin
7832,Saint-Maime-de-Péreyrol
7833,Saint-Méard-de-Drône
7834,Saint-Méard-de-Gurçon
7835,Saint-Médard-de-Mussidan
7836,Saint-Médard-d'Excideuil
7837,Saint-Mesmin
7838,Saint-Michel-de-Double
7839,Saint-Michel-de-Montaigne
7840,Saint-Michel-de-Villadeix
7841,Sainte-Mondane
7842,Sainte-Nathalène
7843,Saint-Nexans
7844,Sainte-Orse
7845,Saint-Pancrace
7846,Saint-Pantaly-d'Excideuil
7847,Saint-Pardoux-de-Drône
7848,Saint-Pardoux-et-Vielvic
7849,Saint-Pardoux-la-Rivière
7850,Saint-Paul-de-Serre
7851,Saint-Paul-la-Roche
7852,Saint-Paul-Lizonne
7853,Saint-Perdoux
7854,Saint-Pierre-de-Chignac
7855,Saint-Pierre-de-Côle
7856,Saint-Pierre-de-Frugie
7857,Saint-Pierre-d'Eyraud
7858,Saint-Pompont
7859,Saint-Priest-les-Fougères
7860,Saint Privat en Périgord
7861,Saint-Rabier
7864,Saint-Rémy
7865,Saint-Romain-de-Monpazier
7866,Saint-Romain-et-Saint-Clément
7867,Saint-Saud-Lacoussière
7868,Saint-Sauveur
7869,Saint-Sauveur-Lalande
7870,Saint-Seurin-de-Prats
7872,Saint-Sulpice-de-Roumagnac
7873,Saint-Sulpice-d'Excideuil
7874,Sainte-Trie
7875,Saint-Victor
7876,Saint-Vincent-de-Connezac
7877,Saint-Vincent-de-Cosse
7878,Saint-Vincent-Jalmoutiers
7879,Saint-Vincent-le-Paluel
7880,Saint-Vincent-sur-l'Isle
7881,Saint-Vivien
7882,Salignac-Eyvigues
7884,Salon
7885,Sarlande
7886,Sarlat-la-Canéda
7887,Sarliac-sur-l'Isle
7888,Sarrazac
7889,Saussignac
7890,Savignac-de-Miremont
7891,Savignac-de-Nontron
7892,Savignac-Lédrier
7893,Savignac-les-Églises
7894,Sceau-Saint-Angel
7895,Segonzac
7896,Sergeac
7897,Serres-et-Montguyard
7900,Simeyrols
7901,Singleyrac
7902,Siorac-de-Ribérac
7903,Siorac-en-Périgord
7906,Sourzac
7907,Tamniès
7908,Teillots
7910,Terrasson-Lavilledieu
7911,Teyjat
7912,Thenon
7913,Thiviers
7914,Thonac
7915,Tocane-Saint-Apre
7916,La Tour-Blanche-Cercles
7917,Tourtoirac
7918,Trélissac
7919,Trémolat
7920,Tursac
7921,Urval
7922,Vallereuil
7923,Valojoulx
7924,Vanxains
7925,Varaignes
7926,Varennes
7927,Vaunac
7928,Vélines
7929,Vendoire
7931,Vergt
7932,Vergt-de-Biron
7933,Verteillac
7934,Veyrignac
7935,Veyrines-de-Domme
7936,Veyrines-de-Vergt
7937,Vézac
7938,Villac
7939,Villamblard
7940,Villars
7941,Villefranche-de-Lonchat
7942,Villefranche-du-Périgord
7943,Villetoureix
7944,Vitrac
7945,Abbans-Dessous
7946,Abbans-Dessus
7947,Abbenans
7948,Abbévillers
7952,Aibre
7953,Aïssey
7954,Allenjoie
7955,Les Alliés
7956,Allondans
7957,Amagney
7958,Amancey
7959,Amathay-Vésigneux
7961,Appenans
7962,Arbouans
7963,Arc-et-Senans
7964,Arcey
7965,Arçon
7966,Arc-sous-Cicon
7967,Arc-sous-Montenot
7968,Aubonne
7969,Audeux
7970,Audincourt
7971,Autechaux
7972,Autechaux-Roide
7973,Avilley
7974,Avoudrey
