SIRSé; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune et arrondissement; ; ; ; ; ; ; ; ; 
Code;Libellé;Population des moins de 18 ans 2016;Nombre de chômeurs chez les 15-64 ans (RP) 2016;Nombre de chômeurs chez les 15-24 ans (RP) 2016;Nombre de résidences principales en HLM 2016;Revenu fiscal médian 2016;Population des 65 ans ou plus 2016;Taux de natalité 2016;Population municipale 2016
02025;Artemps;92;17;5;0;21206;60;13.6;369
02027;Assis-sur-Serre;44;14;5;0;19464;51;4.4;226
02028;Athies-sous-Laon;594;150;38;104;21142;466;8.5;2600
02029;Attilly;82;20;2;0;21304;53;10.9;368
02030;Aubencheul-aux-Bois;60;12;2;0;19483;68;3.6;277
02031;Aubenton;150;54;12;1;14538;138;16.8;654
02032;Aubigny-aux-Kaisnes;65;36;9;0;17328;31;4;249
02033;Aubigny-en-Laonnois;18;5;1;0;N/A;17;9.4;106
02034;Audignicourt;32;8;4;0;21126;11;8.8;113
02035;Audigny;103;19;5;0;15386;33;21.2;283
02036;Augy;22;7;1;0;N/A;15;11.5;87
02037;Aulnois-sous-Laon;382;102;26;77;20770;185;9;1440
02038;Les Autels;12;1;0;0;N/A;21;0;58
02039;Autremencourt;45;11;4;0;19018;23;0;169
02040;Autreppes;50;5;2;0;16996;32;16.8;179
02041;Autreville;184;41;6;1;21065;180;12.3;815
02042;Azy-sur-Marne;77;21;6;0;23361;78;10.3;390
02043;Bagneux;20;4;2;0;N/A;10;0;71
02044;Bancigny;4;0;0;0;N/A;7;0;26
02046;Barenton-Bugny;122;31;8;0;20252;98;3.6;550
02047;Barenton-Cel;21;6;3;0;18548;20;8.5;117
02048;Barenton-sur-Serre;31;4;1;0;21341;20;30.8;130
02049;Barisis-aux-Bois;172;31;5;0;21064;172;12.1;743
02050;Barzy-en-Thiérache;87;12;2;0;17432;62;12.3;325
02051;Barzy-sur-Marne;71;17;2;0;23944;84;21;381
02052;Bassoles-Aulers;35;13;3;0;17676;28;14;143
02053;Vallées en Champagne;118;15;5;0;24466;121;1.8;566
02054;Bazoches-sur-Vesles;125;23;4;0;20804;76;10.8;462
02055;Beaumé;12;6;0;0;N/A;33;0;95
02056;Beaumont-en-Beine;49;10;2;0;18909;26;11.4;175
02057;Beaurevoir;332;108;24;59;15724;319;8.4;1433
02058;Beaurieux;243;51;10;32;17682;118;4.8;829
02059;Beautor;639;320;84;232;15138;541;15.2;2697
02060;Beauvois-en-Vermandois;52;16;6;0;21271;58;7.3;275
02061;Becquigny;72;21;8;0;17100;33;15.4;260
02062;Belleau;36;8;1;0;23684;18;7.4;136
02063;Bellenglise;92;32;4;0;19606;72;5.2;384
02064;Belleu;692;283;63;624;18064;1053;10.2;3740
02065;Bellicourt;153;34;6;0;18646;100;8.3;604
02066;Benay;40;11;4;0;21736;33;14.4;208
02067;Bergues-sur-Sambre;49;11;3;0;19482;39;0;213
02068;Berlancourt;37;4;0;0;N/A;15;0;113
02069;Berlise;30;11;2;0;15342;31;0;115
02070;Bernot;119;33;9;0;18560;71;6.7;446
02071;Berny-Rivière;166;32;8;0;21230;110;6.2;648
02072;Berrieux;41;15;6;0;21096;27;5.3;190
02073;Berry-au-Bac;153;38;8;34;20838;91;19.8;655
02074;Bertaucourt-Epourdon;157;36;7;1;20312;71;8.2;609
02075;Berthenicourt;46;12;1;0;21274;37;14.9;202
02076;Bertricourt;50;6;0;0;22372;13;0;167
02077;Berzy-le-Sec;87;25;2;0;23006;69;10.3;390
02078;Besmé;49;9;2;0;16596;22;19.1;157
02079;Besmont;29;3;0;0;18070;43;0;156
02080;Besny-et-Loizy;81;30;13;7;22794;56;2.8;359
02081;Béthancourt-en-Vaux;113;28;8;0;19912;69;8.6;463
02082;Beugneux;27;10;2;0;20066;18;9.1;110
02083;Beuvardes;178;37;8;1;21456;122;9.5;739
02084;Bézu-le-Guéry;71;13;1;0;21942;33;7.7;260
02085;Bézu-Saint-Germain;341;47;16;27;20824;83;7.5;1063
02086;Bichancourt;263;64;15;0;20488;162;8.4;1074
02087;Bieuxy;7;1;0;0;N/A;6;71.4;28
02088;Bièvres;20;3;1;0;N/A;16;0;84
02089;Billy-sur-Aisne;240;46;7;1;20496;302;6;1162
02090;Billy-sur-Ourcq;58;11;2;0;20832;29;9.3;216
02091;Blanzy-lès-Fismes;23;6;1;0;21512;25;17.9;112
02093;Blérancourt;325;95;21;38;17578;257;13.4;1270
02094;Blesmes;113;8;2;0;22158;81;9.2;436
02095;Bohain-en-Vermandois;1403;612;151;286;12612;1088;12.4;5652
02096;Bois-lès-Pargny;48;11;3;0;21204;28;0;203
02097;Boncourt;63;15;3;1;18564;37;11.5;261
02098;Bonneil;85;17;3;0;22358;63;5.3;377
02099;Bonnesvalyn;66;12;4;0;21136;17;8.2;243
02100;Bony;36;15;5;0;16816;12;43.8;137
02101;Bosmont-sur-Serre;50;11;2;0;19090;45;10.2;196
02102;Bouconville-Vauclair;59;11;2;0;21386;22;0;185
02103;Boué;316;104;24;108;17996;271;11.4;1316
02104;Bouffignereux;24;3;0;0;N/A;19;0;103
02105;Bouresches;52;9;2;0;18999;28;14.8;203
02106;Bourg-et-Comin;201;67;17;24;17498;200;18.1;827
02107;Bourguignon-sous-Coucy;30;3;0;0;N/A;17;0;101
02108;Bourguignon-sous-Montbavin;40;4;1;0;23304;36;19.4;155
02109;La Bouteille;110;29;6;1;18350;103;14.3;491
02110;Braine;503;164;32;190;17938;528;6.7;2231
02111;Brancourt-en-Laonnois;175;34;4;0;21536;114;8.5;707
02112;Brancourt-le-Grand;133;41;13;0;20085;87;10.5;573
02114;Brasles;280;85;26;97;21388;452;9.4;1484
02115;Braye-en-Laonnois;44;9;0;0;19613;47;9.5;211
02116;Braye-en-Thiérache;34;12;3;0;19054;40;13.8;145
02117;Bray-Saint-Christophe;12;4;4;0;N/A;10;14.7;68
02118;Braye;27;5;1;0;20940;27;0;120
02119;Brécy;80;25;8;0;20372;62;11.7;343
02120;Brenelle;49;15;2;0;18168;27;5.1;196
02121;Breny;53;20;2;0;17452;44;8.1;248
02122;Brie;12;1;1;0;N/A;10;0;52
02123;Brissay-Choigny;63;21;7;0;19858;61;0;300
02124;Brissy-Hamégicourt;130;36;10;0;20400;151;12.2;654
02125;Brumetz;71;8;3;0;18190;27;4.7;213
02126;Brunehamel;109;27;5;17;16066;126;10.6;472
02127;Bruyères-sur-Fère;41;8;3;0;19688;39;10.8;185
02128;Bruyères-et-Montbérault;324;83;17;60;22300;335;11.7;1534
02129;Bruys;4;1;0;0;N/A;4;0;20
02130;Bucilly;43;8;1;0;17276;39;10.6;189
02131;Bucy-le-Long;406;111;26;50;21816;417;12.7;1888
02132;Bucy-lès-Cerny;62;11;4;0;21282;27;0;210
02133;Bucy-lès-Pierrepont;94;33;9;0;17370;74;12;416
02134;Buire;188;56;17;35;17736;199;9.2;871
02135;Buironfosse;265;80;18;50;16058;251;10.5;1146
02136;Burelles;31;12;0;0;16776;14;7.8;129
02137;Bussiares;50;3;2;0;22924;13;13.4;149
02138;Buzancy;45;12;2;0;24768;36;10.6;189
02139;Caillouël-Crépigny;101;20;1;0;22334;84;11.5;436
02140;Camelin;119;26;7;0;19386;80;4.4;454
02141;La Capelle;345;146;28;179;16077;448;11.1;1801
02142;Castres;63;10;2;0;21982;28;12.3;244
02143;Le Catelet;50;14;4;0;17196;38;0;194
02144;Caulaincourt;41;9;1;0;22734;19;13.7;146
02145;Caumont;133;34;6;1;21214;94;9.1;552
02146;Celles-lès-Condé;19;2;1;0;N/A;18;11.9;84
02148;Celles-sur-Aisne;58;8;3;0;20308;41;11.6;259
02149;Cerizy;20;4;1;0;N/A;10;0;67
02150;Cerny-en-Laonnois;15;2;1;2;N/A;8;15.4;65
02151;Cerny-lès-Bucy;21;4;0;0;27208;21;8.8;114
02152;Cerseuil;17;6;0;1;N/A;13;56.2;89
02153;Cessières-Suzy;172;36;8;13;N/A;128;14.4;764
02154;Chacrise;100;18;2;0;20942;48;19.5;359
02155;Chaillevois;33;14;3;1;22340;36;11.2;178
02156;Chalandry;68;17;4;0;20752;38;32;250
02157;Chambry;177;49;13;58;20786;199;11.9;840
02158;Chamouille;86;23;9;25;17490;31;0;289
02159;Champs;62;16;5;0;18340;55;14.2;281
02160;Chaourse;139;30;5;0;16256;118;11.2;535
02162;La Chapelle-sur-Chézy;92;8;2;0;19170;26;21.5;279
02163;Charly-sur-Marne;665;180;45;198;18895;519;9.1;2638
02164;Le Charmel;72;23;9;0;17626;63;3.1;318
02165;Charmes;374;92;28;54;18330;383;9.7;1642
02166;Chartèves;73;15;7;0;23364;51;11.4;350
02167;Chassemy;229;50;8;0;20538;117;8;876
02168;Château-Thierry;3315;1497;336;2181;16764;3025;13.2;14847
02169;Châtillon-lès-Sons;17;5;2;1;N/A;16;0;85
02170;Châtillon-sur-Oise;27;9;2;0;21504;22;0;127
02171;Chaudardes;21;1;1;0;N/A;14;11.6;86
02172;Chaudun;61;17;4;0;21026;28;4;249
02173;Chauny;2666;1250;327;1351;15546;2448;13;11975
02174;Chavignon;217;58;13;0;18862;126;12.2;817
02175;Chavigny;34;3;1;0;17470;27;7;142
02176;Chavonne;54;10;1;0;18786;24;4.9;204
02177;Chérêt;38;6;0;0;20878;36;0;144
02178;Chermizy-Ailles;26;6;2;0;N/A;17;0;108
02179;Chéry-Chartreuve;96;32;6;1;19652;65;10.3;390
02180;Chéry-lès-Pouilly;189;39;7;0;19386;102;17.1;702
02181;Chéry-lès-Rozoy;17;12;4;0;N/A;21;0;83
02182;Chevennes;24;6;3;0;17510;24;23.1;130
02183;Chevregny;43;10;1;0;23032;37;15.8;190
02184;Chevresis-Monceau;74;30;1;0;18252;101;2.8;360
02185;Chézy-en-Orxois;119;15;4;1;22078;59;7.3;411
02186;Chézy-sur-Marne;231;51;7;22;22188;374;11.9;1350
02187;Chierry;218;11;1;16;22866;280;6.4;1097
02188;Chigny;27;4;1;0;15496;41;6.7;150
02189;Chivres-en-Laonnois;81;37;10;0;16308;63;16.3;368
02190;Chivres-Val;119;25;4;0;19986;108;1.9;538
02191;Chivy-lès-Étouvelles;110;29;11;48;22252;87;3.9;512
02192;Chouy;100;30;4;0;19696;35;16.2;370
02193;Cierges;15;1;0;0;N/A;20;0;68
02194;Cilly;36;18;5;0;18024;55;0;201
02195;Ciry-Salsogne;255;45;13;12;21622;104;11.9;924
02196;Clacy-et-Thierret;72;9;3;0;22374;72;6.3;317
02197;Clairfontaine;123;28;12;0;19848;91;14.2;562
02198;Clamecy;52;16;4;1;21688;42;13.3;226
02199;Clastres;168;30;5;16;19602;86;7.7;652
02200;Clermont-les-Fermes;25;17;4;0;16024;10;15.7;127
02201;Coeuvres-et-Valsery;76;21;7;0;20560;142;6.8;439
02203;Coincy;334;82;30;32;17512;254;9;1326
02204;Coingt;9;0;0;0;N/A;22;0;68
02205;Colligis-Crandelain;81;9;3;0;18842;23;12.4;241
02206;Colonfay;24;9;1;0;N/A;17;12.5;80
02207;Commenchon;59;9;1;0;21308;35;4.8;210
02208;Concevreux;71;14;5;0;21934;36;10.7;280
02209;Condé-en-Brie;167;38;7;1;18142;141;13.3;675
02210;Condé-sur-Aisne;88;13;4;8;19734;41;8.4;358
02211;Condé-sur-Suippe;64;12;1;0;20624;60;14.3;279
02212;Condren;159;40;9;5;19918;158;5.7;707
02213;Connigis;72;33;5;0;21456;54;9.1;328
02214;Contescourt;16;7;4;0;N/A;5;16.4;61
02215;Corbeny;185;37;8;25;21004;152;10.4;767
02216;Corcy;60;17;5;2;22282;40;6.5;309
02217;Coucy-le-Château-Auffrique;219;49;12;40;19434;243;5.9;1025
02218;Coucy-lès-Eppes;164;40;8;16;19156;115;8;623
02219;Coucy-la-Ville;57;14;5;0;20274;29;18.3;218
02220;Coulonges-Cohan;122;19;2;0;20196;62;20.6;436
02221;Coupru;38;8;3;0;21956;19;19.5;154
02222;Courbes;7;6;1;0;N/A;7;0;30
02223;Courboin;73;13;3;0;20668;38;10;299
02224;Courcelles-sur-Vesle;98;27;3;0;18606;47;5.6;355
02225;Courchamps;23;6;2;0;N/A;19;0;90
02226;Courmelles;388;113;28;54;20478;414;7.7;1813
02227;Courmont;28;9;4;0;20654;28;21.4;140
02228;Courtemont-Varennes;78;19;3;8;20170;78;3;329
02229;Courtrizy-et-Fussigny;14;7;0;0;N/A;17;30.8;65
02230;Couvrelles;41;9;0;0;21340;28;10.6;188
02231;Couvron-et-Aumencourt;278;81;16;94;17756;114;12.9;928
02232;Coyolles;36;11;2;0;22580;36;11.6;346
02233;Cramaille;36;13;2;0;18382;18;14.5;138
02234;Craonne;18;8;3;0;N/A;12;0;80
02235;Craonnelle;23;8;4;0;19536;24;8.5;117
02236;Crécy-au-Mont;101;31;9;3;19308;47;0;354
02237;Crécy-sur-Serre;326;123;34;84;17936;333;16.7;1496
02238;Crépy;502;151;44;46;18542;336;11.8;1869
02239;Crézancy;336;57;15;95;18808;167;9;1225
02240;Croix-Fonsomme;75;16;3;0;19364;46;7.9;253
02241;La Croix-sur-Ourcq;21;13;5;0;19403;16;27.8;108
02242;Crouttes-sur-Marne;152;46;11;0;22225;83;9.3;644
02243;Crouy;617;221;57;257;18872;621;13.1;2900
02244;Crupilly;24;5;1;0;N/A;10;15.2;66
02245;Cuffies;351;150;44;149;19392;310;7.8;1796
02246;Cugny;143;38;8;0;19982;101;3.3;601
02248;Cuirieux;47;13;5;0;15634;26;25.3;158
02249;Cuiry-Housse;31;9;2;0;21108;17;9.6;104
02250;Cuiry-lès-Chaudardes;20;6;3;0;N/A;10;0;74
02251;Cuiry-lès-Iviers;6;1;0;0;N/A;5;0;28
02252;Cuissy-et-Geny;12;6;1;0;N/A;14;0;71
02253;Cuisy-en-Almont;83;14;3;1;23162;58;17;352
02254;Cutry;36;10;0;0;22906;10;7.9;127
02255;Cys-la-Commune;35;10;1;0;19782;18;43.5;138
02256;Dagny-Lambercy;33;4;1;0;14136;27;7.8;128
02257;Dallon;105;23;5;0;24340;98;6.9;436
02258;Dammard;86;21;8;0;21109;65;12.9;387
02259;Dampleux;79;19;9;0;24060;65;10;400
02260;Danizy;171;49;13;33;16354;120;14.3;629
02261;Dercy;91;26;7;0;19852;74;10.2;391
02262;Deuillet;56;6;1;0;21456;33;0;219
02263;Dhuizel;29;6;0;0;20770;13;0;115
02264;Dizy-le-Gros;187;88;22;13;15720;147;14.5;758
02265;Dohis;15;4;0;0;N/A;38;0;97
02266;Dolignon;8;4;3;0;N/A;11;0;50
02267;Dommiers;66;17;3;1;20320;32;20.9;287
02268;Domptin;177;40;14;0;20844;72;12.1;660
02269;Dorengt;42;3;0;0;20186;23;13;154
02270;Douchy;43;14;3;0;17440;26;6.3;160
02271;Dravegny;36;3;2;0;17912;26;7.3;137
02272;Droizy;17;1;0;0;N/A;9;0;74
02273;Dury;54;15;3;0;20646;39;4.5;222
02274;Ébouleau;49;16;3;0;18168;28;9.8;204
02275;Effry;79;33;8;0;13532;50;15.2;329
02276;Englancourt;28;7;0;0;21170;29;0;127
02277;Épagny;95;22;4;1;18084;50;8.9;336
02278;Éparcy;2;2;1;0;N/A;5;0;31
02279;Épaux-Bézu;137;27;8;0;23796;75;10.7;559
02280;Épieds;82;17;5;0;21722;53;10.4;384
02281;L'Épine-aux-Bois;75;16;3;0;19962;31;15.2;263
02282;Eppes;107;26;4;11;18812;62;12;416
02283;Erlon;73;32;11;0;16930;34;10.6;282
02284;Erloy;19;10;1;0;N/A;26;10.8;93
02286;Esquéhéries;208;59;16;0;17691;153;17.5;858
02287;Essigny-le-Grand;194;41;10;9;23920;250;5.8;1039
02288;Essigny-le-Petit;77;23;3;0;18632;65;8.6;349
02289;Essises;84;22;4;0;23012;60;7.1;422
02290;Essômes-sur-Marne;707;157;39;39;21524;457;12.9;2793
02291;Estrées;100;30;4;0;20678;75;9.8;410
02292;Étampes-sur-Marne;260;80;19;37;20328;234;8.7;1258
02293;Étaves-et-Bocquiaux;152;37;9;0;18238;103;8.8;568
02294;Étouvelles;39;14;6;0;24532;46;9.4;213
02295;Étréaupont;204;60;15;27;16052;178;12.7;868
02296;Étreillers;276;58;13;1;21736;281;4.1;1214
02297;Étrépilly;28;7;2;0;21514;17;0;114
02298;Étreux;298;161;45;124;16920;264;6.8;1481
02299;Évergnicourt;136;31;4;17;20040;86;19.1;575
02302;Faverolles;82;13;2;1;21742;36;16;313
02303;Fayet;146;18;5;5;30822;156;6;664
02304;La Fère;723;371;95;465;11025;481;13.2;2869
02305;Fère-en-Tardenois;661;325;73;338;16168;766;10;3098
02306;La Ferté-Chevresis;127;34;11;0;17384;104;9;558
02307;La Ferté-Milon;463;148;43;146;20804;421;13.3;2100
02308;Fesmy-le-Sart;107;38;8;0;16766;86;20.5;488
02309;Festieux;200;58;13;26;18806;67;8.9;677
02310;Fieulaine;48;20;8;0;19696;48;0;263
02311;Filain;30;4;0;0;21326;17;23.1;130
02312;La Flamengrie;317;70;22;37;17896;169;9.6;1142
02313;Flavigny-le-Grand-et-Beaurain;123;43;17;0;16416;75;14.6;480
02315;Flavy-le-Martel;419;108;26;9;18492;364;9.5;1684
02316;Fleury;26;6;3;0;27232;31;7.2;139
02317;Fluquières;44;22;6;0;23946;47;4.5;222
02318;Folembray;319;99;15;58;17024;252;8.6;1395
02319;Fonsomme;121;30;11;10;16984;67;14.7;477
02320;Fontaine-lès-Clercs;45;14;4;0;23240;45;7.7;259
02321;Fontaine-lès-Vervins;244;67;16;37;19456;135;6.5;926
02322;Fontaine-Notre-Dame;95;13;1;0;21902;68;15.3;391
02323;Fontaine-Uterte;38;5;0;0;21514;15;0;127
02324;Fontenelle;76;19;5;0;18462;51;7.3;274
02326;Fontenoy;108;35;9;0;21370;98;6;498
02327;Foreste;47;13;4;0;16899;40;17.8;169
02328;Fossoy;107;17;4;3;24408;98;20.5;536
02329;Fourdrain;111;22;8;7;22319;70;11.9;420
02330;Francilly-Selency;82;16;4;0;24814;106;9;443
02331;Franqueville;17;11;0;0;16840;28;0;116
02332;Fresnes-en-Tardenois;64;13;2;0;19446;47;14.9;268
02333;Fresnes-sous-Coucy;44;13;3;0;17766;28;18.8;160
02334;Fresnoy-le-Grand;719;239;59;175;16288;563;7.5;2938
02335;Fressancourt;51;13;4;0;19890;20;0;195
02336;Frières-Faillouël;290;57;14;0;20590;104;6;1006
02337;Froidestrées;37;10;1;0;18574;31;16.6;181
02338;Froidmont-Cohartille;67;21;5;0;17452;38;3.8;266
02339;Gandelu;191;40;10;0;19842;110;18.9;689
02340;Gauchy;1182;391;115;512;18490;1111;8.1;5300
02341;Gercy;60;10;3;0;20920;62;3.5;284
02342;Gergny;31;7;2;0;18170;25;0;135
02343;Germaine;17;4;1;0;N/A;12;25;80
02345;Gibercourt;11;1;0;0;N/A;4;23.3;43
02346;Gizy;146;34;6;15;19800;166;10.3;677
02347;Gland;85;20;7;1;24248;113;11.1;452
02349;Goudelancourt-lès-Berrieux;11;3;0;0;N/A;9;0;55
02350;Goudelancourt-lès-Pierrepont;32;11;0;0;17585;32;22.1;136
02351;Goussancourt;30;6;0;0;20970;21;8.3;120
02352;Gouy;135;63;12;12;16908;101;12.5;562
02353;Grandlup-et-Fay;82;17;5;0;18328;55;0;308
02354;Grandrieux;23;5;0;0;N/A;17;0;87
02355;Gricourt;288;51;11;13;21102;98;12.1;989
02356;Grisolles;80;23;7;0;16708;21;12.2;245
02357;Gronard;26;3;0;0;N/A;11;13.5;74
02358;Grougis;85;31;9;0;16968;50;13.9;359
02359;Grugies;368;76;16;85;19880;158;18;1337
02360;Villeneuve-sur-Aisne;689;119;20;163;N/A;546;10.1;2673
02361;Guise;1023;617;171;416;14095;1148;10.5;4868
02362;Guivry;63;21;4;0;19336;41;16.3;246
02363;Guny;84;40;5;0;16998;74;9.5;421
02364;Guyencourt;70;17;3;0;23606;36;12;251
02366;Hannapes;95;17;6;0;16040;38;9.5;315
02367;Happencourt;28;8;3;0;19812;20;14.8;135
02368;Haramont;134;31;4;2;22048;103;1.7;581
02369;Harcigny;53;14;0;0;16578;60;4.1;244
02370;Hargicourt;170;52;12;0;18608;89;10.1;592
02371;Harly;319;118;21;111;19728;449;6.1;1630
02372;Hartennes-et-Taux;91;26;6;1;19688;70;2.6;383
02373;Hary;38;15;6;0;19788;52;9.3;215
02374;Lehaucourt;208;71;20;83;17970;137;10.2;886
02375;Hautevesnes;43;15;2;0;22040;22;11.6;172
02376;Hauteville;34;9;1;0;19856;33;6.2;162
02377;Haution;36;6;1;0;16412;28;0;148
02378;La Hérie;31;9;1;0;16638;30;6.7;150
02379;Le Hérie-la-Viéville;48;5;3;0;18664;52;4.3;233
02380;Hinacourt;3;0;0;0;N/A;6;0;26
02381;Hirson;2113;1056;247;823;13640;1930;12.1;8985
02382;Holnon;322;85;15;73;21914;314;7.1;1400
02383;Homblières;358;75;20;92;22854;257;7.5;1470
02384;Houry;15;5;1;0;N/A;7;20;50
02385;Housset;35;1;0;0;16224;23;6.6;152
02386;Iron;63;16;3;0;16391;48;8.2;245
02387;Itancourt;235;46;10;49;22458;211;6.8;1034
02388;Iviers;47;11;3;0;16800;53;4.4;228
02389;Jaulgonne;150;35;9;0;20216;126;11;638
02390;Jeancourt;66;19;4;1;20184;36;3.7;273
02391;Jeantes;42;13;4;0;17448;43;9.8;204
02392;Joncourt;65;7;1;0;21978;55;9.9;303
02393;Jouaignes;40;6;1;0;20136;20;13.8;145
02395;Jumencourt;40;5;2;0;19958;17;0;150
02396;Jumigny;19;5;1;0;N/A;7;0;64
02397;Jussy;322;87;22;67;19078;191;14.4;1246
02398;Juvigny;71;16;3;0;20194;35;7.3;274
02399;Juvincourt-et-Damary;173;29;7;2;19830;79;11.8;591
02400;Laffaux;38;8;2;0;20890;24;6.7;149
02401;Laigny;42;11;1;1;19669;36;10.2;197
02402;Lanchy;7;2;0;0;N/A;8;0;38
02403;Landifay-et-Bertaignemont;68;14;4;0;17562;56;18.2;274
02404;Landouzy-la-Cour;55;10;1;0;18026;23;10.8;185
02405;Landouzy-la-Ville;142;33;10;1;16842;102;3.6;558
02406;Landricourt;34;9;2;0;19350;20;0;140
02407;Laniscourt;41;13;3;0;22522;18;11.3;177
02408;Laon;5515;2837;726;5022;15016;4634;12.5;25193
02409;Lappion;60;19;3;0;17232;40;11;272
02410;Largny-sur-Automne;54;12;4;0;26318;32;8.2;244
02411;Latilly;62;17;3;1;19760;21;19;211
02412;Launoy;33;3;0;0;13550;12;0;98
02413;Laval-en-Laonnois;51;14;6;0;21698;40;8;250
02414;Lavaqueresse;50;12;4;0;16786;41;19.7;203
02415;Laversine;43;5;2;0;25326;19;6.3;160
02416;Lemé;80;42;11;0;16524;92;22.9;436
02417;Lempire;12;12;0;0;17778;21;10.8;93
02418;Lerzy;49;15;1;0;21572;42;14.4;208
02419;Leschelle;48;11;1;0;20496;75;11;273
02420;Lesdins;180;30;7;8;22784;204;6;832
02421;Lesges;25;6;0;0;N/A;11;10;100
02422;Lesquielles-Saint-Germain;198;83;21;0;17158;145;17.3;809
02423;Leuilly-sous-Coucy;104;33;9;5;20130;60;12.2;411
02424;Leury;18;7;2;0;20852;30;9.3;107
02425;Leuze;45;12;4;0;16781;33;17.5;171
02426;Levergies;123;40;7;0;20880;90;7.3;549
02427;Lhuys;37;18;4;0;17302;16;0;144
02428;Licy-Clignon;20;6;2;0;N/A;10;0;75
02429;Lierval;33;6;2;1;21682;22;26.1;115
02430;Liesse-Notre-Dame;252;86;21;71;17634;290;5.4;1297
02431;Liez;68;21;3;2;19410;114;2.5;400
02432;Limé;41;8;2;0;19310;40;10.8;186
02433;Lislet;52;16;2;0;18962;45;8.8;227
02435;Logny-lès-Aubenton;16;6;0;0;N/A;23;0;74
02438;Longpont;49;17;4;0;21607;37;7.5;268
02439;Les Septvallons;336;76;17;20;18906;132;13.5;1181
02440;Lor;41;4;1;0;18722;30;0;145
02441;Louâtre;39;16;4;0;20842;38;14.8;203
02442;Loupeigne;15;8;1;0;N/A;18;11;91
02443;Lucy-le-Bocage;48;11;1;0;20750;29;5.3;190
02444;Lugny;16;10;2;0;18056;27;0;109
02445;Luzoir;57;18;7;0;18900;77;3.5;287
02446;Ly-Fontaine;41;4;0;0;23510;10;8.1;123
02447;Maast-et-Violaine;42;8;1;0;18088;25;0;147
02448;Mâchecourt;27;3;0;0;16127;21;0;122
02449;Macogny;25;7;1;1;N/A;11;0;77
02450;Macquigny;92;36;12;0;16032;59;5.3;377
02451;Magny-la-Fosse;30;6;1;0;17670;24;8;125
02452;Maissemy;65;7;0;0;22068;40;8.3;242
02453;Maizy;104;22;8;0;18860;66;24;416
02454;La Malmaison;129;15;2;0;18496;55;12.1;413
02455;Malzy;55;20;4;0;18946;31;5;202
02456;Manicamp;58;11;1;0;18356;68;3.2;312
02457;Marchais;125;27;4;7;18012;57;11.6;430
02458;Dhuys et Morin-en-Brie;218;52;5;0;19902;130;7.4;814
02459;Marcy;35;8;2;0;24036;49;0;178
02460;Marcy-sous-Marle;32;14;2;0;17046;36;5.2;192
02461;Marest-Dampcourt;85;35;8;1;19529;49;16.6;361
02462;Mareuil-en-Dôle;57;11;4;0;18960;43;8.2;244
02463;Marfontaine;27;4;2;0;N/A;9;35.7;84
02464;Margival;90;24;9;1;20804;69;13.4;373
02465;Marigny-en-Orxois;117;29;6;0;22488;70;18.6;484
02466;Marizy-Sainte-Geneviève;30;5;2;0;23030;22;30.5;131
02467;Marizy-Saint-Mard;11;3;1;0;N/A;10;20.4;49
02468;Marle;504;253;57;215;15512;512;10.5;2281
02469;Marly-Gomont;105;36;7;5;17700;117;4.3;468
02470;Martigny;108;35;8;6;15062;86;16.2;431
02471;Martigny-Courpierre;24;3;1;0;20866;16;16.8;119
02472;Mauregny-en-Haye;108;37;12;0;19002;57;7.1;423
02473;Mayot;64;11;1;1;17380;18;9.6;209
02474;Mennessis;108;24;11;0;19438;79;9.5;420
02476;Mennevret;157;66;16;0;17014;108;9.4;641
02477;Mercin-et-Vaux;210;38;7;39;22562;237;6.2;965
02478;Merlieux-et-Fouquerolles;78;17;4;17;20152;23;7.6;264
02480;Mesbrecourt-Richecourt;68;12;0;0;19736;59;29.5;305
02481;Mesnil-Saint-Laurent;98;21;1;0;27097;94;6.5;464
02482;Meurival;12;6;0;0;N/A;6;0;51
02483;Mézières-sur-Oise;111;31;5;0;21210;121;5.8;517
02484;Mézy-Moulins;128;29;6;0;20082;86;17.2;523
02485;Missy-aux-Bois;22;6;4;0;N/A;13;10.1;99
02486;Missy-lès-Pierrepont;34;8;2;0;19632;7;18.2;110
02487;Missy-sur-Aisne;114;38;5;11;22612;106;4.7;640
02488;Molain;29;10;3;0;18434;32;13.1;153
02489;Molinchart;80;11;1;0;23860;38;15.1;331
02490;Monampteuil;29;8;2;0;26286;23;15.3;131
02491;Monceau-le-Neuf-et-Faucouzy;70;13;3;0;17603;55;25.3;316
02492;Monceau-lès-Leups;121;31;9;7;19918;56;14.7;476
02493;Monceau-le-Waast;48;15;3;0;19724;52;9.3;216
02494;Monceau-sur-Oise;25;4;3;0;20236;39;15.7;127
02495;Mondrepuis;259;82;21;39;18816;169;13.6;1031
02496;Monnes;33;7;2;0;21864;13;0;108
02497;Mons-en-Laonnois;300;58;18;53;21282;205;10.2;1173
02498;Montaigu;198;58;18;2;19410;130;9.3;755
02499;Montbavin;12;1;0;0;N/A;11;22.2;45
02500;Montbrehain;195;60;9;0;16488;144;7.3;823
02501;Montchâlons;19;3;0;0;N/A;15;13.2;76
02502;Montcornet;286;161;33;96;15178;265;9.7;1337
02503;Mont-d'Origny;181;69;14;25;16850;170;16.2;864
02504;Montescourt-Lizerolles;462;113;38;100;17854;240;14.4;1664
02505;Montfaucon;51;4;1;0;20725;36;19.7;203
